disasterno,Country,Location,Disaster type,Year,Date,Total deaths,Latitude,Longitude
1999-9388,Djibouti,Ali Sabieh,Drought,2001,2001-06-01,0.0,11.24525574,42.90894354
1999-9388,Sudan,Northern Darfur,Drought,2000,2000-01-01,0.0,12.34528025,23.438724
1999-9388,Somalia,Ceel Barde,Drought,2000,2000-01-01,21.0,4.663143716,43.99143085
2000-0012,Mozambique,Matutuine,Flood,2000,2000-01-26,800.0,-26.52435974,32.56154951
2000-0012,Mozambique,Manhica,Flood,2000,2000-01-26,800.0,-25.30894953,32.82550277
2000-0012,Mozambique,Magude,Flood,2000,2000-01-26,800.0,-24.70185045,32.43940654
2000-0012,Mozambique,Chibuto,Flood,2000,2000-01-26,800.0,-24.30044317,33.61295063
2000-0012,Mozambique,Chokwe,Flood,2000,2000-01-26,800.0,-24.56177412,32.95529265
2000-0012,Mozambique,Inhambane,Flood,2000,2000-01-26,800.0,-22.80887901,34.51464613
2000-0012,Mozambique,Sofala,Flood,2000,2000-01-26,800.0,-19.06197641,34.67534108
2000-0012,Mozambique,Manica,Flood,2000,2000-01-26,800.0,-19.02183442,33.42940088
2000-0048,Botswana,Selibe-Phikwe,Flood,2000,2000-02-01,3.0,-21.97918814,27.84895927
2000-0083,Zimbabwe,Chimanimani,Flood,2000,2000-01-26,70.0,-19.77967026,32.72024341
2000-0107,Madagascar,Mahanoro,Storm,2000,2000-02-17,130.0,-20.03218541,48.51810197
2000-0107,Madagascar,Vatomandry,Storm,2000,2000-02-17,130.0,-19.36169202,48.77693924
2000-0107,Madagascar,Andramasina,Storm,2000,2000-02-17,130.0,-19.29995223,47.74641137
2000-0107,Madagascar,Ambatolampy,Storm,2000,2000-02-17,130.0,-19.45776525,47.56519102
2000-0107,Madagascar,Antalaha,Storm,2000,2000-02-17,130.0,-15.22264112,50.14276934
2000-0107,Madagascar,Sambava,Storm,2000,2000-02-17,130.0,-14.21476942,49.78464448
2000-0107,Madagascar,Andapa,Storm,2000,2000-02-17,130.0,-14.56811087,49.55531552
2000-0107,Madagascar,Morondava,Storm,2000,2000-02-17,130.0,-20.57918562,44.38249914
2000-0178,Madagascar,Antalaha,Storm,2000,2000-04-02,23.0,-15.22264112,50.14276934
2000-0178,Madagascar,Sambava,Storm,2000,2000-04-02,23.0,-14.21476942,49.78464448
2000-0178,Mozambique,Angoche,Storm,2000,2000-04-02,1.0,-16.08854415,39.80534615
2000-0178,Mozambique,Moma,Storm,2000,2000-04-02,1.0,-16.35531865,39.26942077
2000-0259,Somalia,Jowhar,Flood,2000,2000-05-01,0.0,2.984045536,45.56420233
2000-0501,Niger,Dosso,Flood,2000,2000-07-01,2.0,13.19825836,3.541820152
2000-0753,Mozambique,Zambezia,Storm,2000,2000-11-18,9.0,-16.65133304,36.98316268
2000-0841,Morocco,Tangiers,Flood,2000,2000-12-22,6.0,35.55198867,-5.903672566
2000-0841,Morocco,Chefchaouen,Flood,2000,2000-12-22,6.0,35.03866215,-5.100489265
2000-0841,Morocco,Settat,Flood,2000,2000-12-22,6.0,32.95825328,-7.46207695
2000-9309,Madagascar,Ambovombe-Androy,Drought,2000,2000-06-01,0.0,-24.8628715,45.77960465
2001-0019,Mozambique,Namacurra,Flood,2001,2001-01-01,79.0,-17.48051344,37.07546732
2001-0019,Mozambique,Pebane,Flood,2001,2001-01-01,79.0,-16.71857224,38.54005849
2001-0019,Mozambique,Maganja da Costa,Flood,2001,2001-01-01,79.0,-17.10548625,37.62560237
2001-0019,Mozambique,Morrumbala,Flood,2001,2001-01-01,79.0,-17.05499807,35.78947109
2001-0019,Mozambique,Mopeia,Flood,2001,2001-01-01,79.0,-17.83042469,36.05903694
2001-0019,Mozambique,Buzi,Flood,2001,2001-01-01,79.0,-20.02535278,34.35992179
2001-0019,Mozambique,Chibabava,Flood,2001,2001-01-01,79.0,-20.39074454,33.88663631
2001-0019,Mozambique,Marromeu,Flood,2001,2001-01-01,79.0,-18.43526513,35.75569246
2001-0019,Mozambique,Caia,Flood,2001,2001-01-01,79.0,-17.78400452,35.00329921
2001-0019,Mozambique,Zumbo,Flood,2001,2001-01-01,79.0,-15.22877349,30.93504634
2001-0019,Mozambique,Magoe,Flood,2001,2001-01-01,79.0,-15.90174503,31.36342602
2001-0019,Mozambique,Macanga,Flood,2001,2001-01-01,79.0,-14.80220221,33.53422828
2001-0025,Malawi,Chikwawa,Flood,2001,2001-01-01,59.0,-16.16437396,34.70894576
2001-0091,Zambia,Eastern,Flood,2001,2001-02-01,5.0,-13.60036646,31.88283639
2001-0146,Angola,Luacho,Flood,2001,2001-04-02,48.0,-13.1693539,13.11089543
2001-0146,Angola,Bibala,Flood,2001,2001-04-02,48.0,-14.68521714,13.14031506
2001-0146,Angola,Lubango,Flood,2001,2001-04-02,48.0,-14.73068596,13.83134184
2001-0146,Angola,Bengo province,Flood,2001,2001-04-02,48.0,-8.977544048,13.88121069
2001-0314,Ghana,Nsawam,Flood,2001,2001-06-27,12.0,5.810592442,-0.275714892
2001-0417,Sudan,Kassala,Flood,2001,2001-08-06,3.0,15.98884127,35.75058371
2001-0417,Sudan,Sennar,Flood,2001,2001-08-06,3.0,12.89651755,34.0528914
2001-0448,Ethiopia,Dubti,Flood,2001,2001-08-10,5.0,11.6841897,41.10159881
2001-0494,Nigeria,Jigawa,Flood,2001,2001-08-27,200.0,12.21567495,9.550513513
2001-0521,Chad,Logone Oriental,Flood,2001,2001-08-19,100.0,8.203300409,16.40898281
2001-0521,Chad,Salamat,Flood,2001,2001-08-19,100.0,10.81028419,20.58377886
2001-0524,Mali,Sikasso,Flood,2001,2001-08-18,2.0,11.43183956,-6.559005219
2001-0524,Mali,Kidal,Flood,2001,2001-08-18,2.0,19.47361032,1.144092946
2001-0524,Mali,Mopti,Flood,2001,2001-08-18,2.0,14.70486596,-3.512185674
2001-0524,Mali,Koulikoro,Flood,2001,2001-08-18,2.0,13.62428613,-7.645623989
2001-0524,Mali,Bamako,Flood,2001,2001-08-18,2.0,12.61101118,-7.977638549
2001-0620,Algeria,Ain Benian,Flood,2001,2001-11-10,921.0,36.35101602,2.37817825
2001-0620,Algeria,Bouzareah,Flood,2001,2001-11-10,921.0,36.78232484,3.021624121
2001-0620,Algeria,El Marsa,Flood,2001,2001-11-10,921.0,36.40397212,0.95661681
2001-0620,Algeria,Moussadek,Flood,2001,2001-11-10,921.0,36.34918407,1.028662332
2001-0620,Algeria,Tenes,Flood,2001,2001-11-10,921.0,36.50594893,1.325552719
2001-0620,Algeria,Sidi Abderrahmane,Flood,2001,2001-11-10,921.0,36.4778584,1.13605408
2001-0620,Algeria,Dahra,Flood,2001,2001-11-10,921.0,36.27282686,0.78596433
2001-0620,Algeria,Taougrit,Flood,2001,2001-11-10,921.0,36.28695636,0.927995317
2001-0620,Algeria,Tadjena,Flood,2001,2001-11-10,921.0,36.33581574,1.119139245
2001-0620,Algeria,Breira,Flood,2001,2001-11-10,921.0,36.45005863,1.58857617
2001-0620,Algeria,Oued Goussine,Flood,2001,2001-11-10,921.0,36.49933598,1.461219662
2001-0620,Algeria,Zeboudja,Flood,2001,2001-11-10,921.0,36.38242933,1.468400171
2001-0620,Algeria,El Mamounia,Flood,2001,2001-11-10,921.0,35.45677719,0.144898165
2001-0620,Algeria,Ain Fares,Flood,2001,2001-11-10,921.0,34.73163786,4.497049448
2001-0620,Algeria,Oued El Abtal,Flood,2001,2001-11-10,921.0,35.43524062,0.658436623
2001-0620,Algeria,Ain Boudinar,Flood,2001,2001-11-10,921.0,35.99616469,0.208284974
2001-0620,Algeria,Sidi Lakhdar,Flood,2001,2001-11-10,921.0,36.25783764,2.148501112
2001-0620,Algeria,Sidi Chahmi,Flood,2001,2001-11-10,921.0,35.66348654,-0.523967774
2001-0620,Algeria,Gdyel,Flood,2001,2001-11-10,921.0,35.7936252,-0.442259937
2001-0620,Algeria,Ain Turk,Flood,2001,2001-11-10,921.0,36.41246916,3.824787187
2001-0620,Algeria,El Ancer,Flood,2001,2001-11-10,921.0,36.7905942,6.173477348
2001-0620,Algeria,Hamri,Flood,2001,2001-11-10,921.0,35.11848772,4.070914528
2001-0620,Algeria,Sidi Khettab,Flood,2001,2001-11-10,921.0,35.92561843,0.542161359
2001-0620,Algeria,El Hassasna,Flood,2001,2001-11-10,921.0,34.77929332,0.364570312
2001-0620,Algeria,Sidi Ghiles,Flood,2001,2001-11-10,921.0,36.56044552,2.11496644
2001-0620,Algeria,Damous,Flood,2001,2001-11-10,921.0,36.50957062,1.713901997
2001-0620,Algeria,Aghbal,Flood,2001,2001-11-10,921.0,36.50672792,1.845458487
2001-0620,Algeria,Tigzirt,Flood,2001,2001-11-10,921.0,36.86280204,4.13730847
2001-0620,Algeria,Azzefoun,Flood,2001,2001-11-10,921.0,36.86935657,4.398046471
2001-0620,Algeria,Mezrana,Flood,2001,2001-11-10,921.0,35.97846063,2.922806182
2001-0620,Algeria,Sebdou,Flood,2001,2001-11-10,921.0,34.63722275,-1.277641574
2001-0620,Algeria,Sidi Djilali,Flood,2001,2001-11-10,921.0,34.42666452,-1.456474214
2001-0620,Algeria,Maghnia,Flood,2001,2001-11-10,921.0,34.83701013,-1.793519366
2001-0664,South Africa,Ubombo,Flood,2001,2001-12-19,5.0,-28.69986901,31.51435648
2001-9044,Burkina Faso,Plateau Central province,Drought,2001,2001-04-01,0.0,12.44969656,-1.142958926
2001-9044,Mali,Bamako,Drought,2001,2001-04-01,0.0,12.61101742,-7.979134549
2001-9044,Chad,Guera,Drought,2001,2001-01-01,0.0,11.4895541,18.63208214
2001-9048,Mozambique,Inhambane province,Drought,2001,2001-01-01,0.0,-22.80887901,34.51464613
2001-9122,Mozambique,Maputo,Drought,2002,2002-03-01,9.0,-25.52759199,32.45011452
2001-9122,Zimbabwe,Kwekwe,Drought,2001,2001-03-01,0.0,-18.87372132,29.56083484
2001-9152,Angola,Cuanza Sul province,Drought,2001,2001-01-01,58.0,-10.82598035,15.04484941
2001-9409,Mauritania,Assaba,Drought,2001,2001-04-01,0.0,16.58027373,-11.53599762
2002-0004,Madagascar,Morombe,Storm,2002,2002-01-02,2.0,-22.01707275,43.70346502
2002-0026,Senegal,Podor,Flood,2002,2002-01-09,28.0,16.1495127,-14.57056932
2002-0026,Senegal,Matam,Flood,2002,2002-01-09,28.0,15.14321577,-13.72726761
2002-0056,Mauritania,Mederdra,Flood,2002,2002-01-09,25.0,17.21987784,-15.68919015
2002-0056,Mauritania,Aleg,Flood,2002,2002-01-09,25.0,16.97849306,-13.65173331
2002-0056,Mauritania,Bababe,Flood,2002,2002-01-09,25.0,16.44769069,-13.94993487
2002-0056,Mauritania,Monguel,Flood,2002,2002-01-09,25.0,16.45465579,-12.9702273
2002-0083,Malawi,Blantyre,Flood,2002,2002-01-01,1.0,-15.66959579,34.94532629
2002-0083,Malawi,Machinga,Flood,2002,2002-01-01,1.0,-14.94298057,35.5674799
2002-0083,Malawi,Mangochi,Flood,2002,2002-01-01,1.0,-14.26112619,35.13529514
2002-0083,Malawi,Nsanje,Flood,2002,2002-01-01,1.0,-16.74704649,35.14269735
2002-0083,Malawi,Dedza,Flood,2002,2002-01-01,1.0,-14.16042252,34.36333532
2002-0083,Malawi,Kasungu,Flood,2002,2002-01-01,1.0,-12.98382635,33.38495223
2002-0083,Malawi,Nkhotakota,Flood,2002,2002-01-01,1.0,-12.80828357,34.20794293
2002-0225,Ethiopia,Afar,Flood,2002,2002-04-16,22.0,12.03494154,40.76807839
2002-0225,Ethiopia,Somali region,Flood,2002,2002-04-16,22.0,6.919663902,43.33516162
2002-0265,Kenya,Migori,Flood,2002,2002-04-26,53.0,-0.989661846,34.36557024
2002-0265,Kenya,Nyando,Flood,2002,2002-04-26,53.0,-1.289752346,36.86696246
2002-0265,Kenya,Kirinyaga,Flood,2002,2002-04-26,53.0,-0.520509739,37.31984304
2002-0265,Kenya,Muranga,Flood,2002,2002-04-26,53.0,-0.802070398,37.03373834
2002-0272,Uganda,Mbale,Flood,2002,2002-04-26,17.0,0.968196686,34.29525827
2002-0272,Uganda,Sironko,Flood,2002,2002-04-26,17.0,1.296870675,34.34448823
2002-0272,Uganda,Bundibugyo,Flood,2002,2002-04-26,17.0,0.873278674,30.22486711
2002-0272,Uganda,Kapchorwa,Flood,2002,2002-04-26,17.0,1.369066886,34.57753472
2002-0281,Madagascar,Ambilobe,Storm,2002,2002-05-09,20.0,-13.48144882,49.07720652
2002-0468,Mali,Goundam,Flood,2002,2002-07-26,2.0,18.60275656,-4.989349916
2002-0468,Mali,Gao,Flood,2002,2002-07-26,2.0,16.79356743,1.347846672
2002-0515,Sudan,White Nile,Flood,2002,2002-08-03,0.0,13.40506842,32.35100786
2002-0540,Algeria,Oum El Bouaghi,Flood,2002,2002-08-17,29.0,35.83530914,7.066078632
2002-0540,Algeria,Khenchela,Flood,2002,2002-08-17,29.0,34.98236823,6.996738835
2002-0540,Algeria,Medea,Flood,2002,2002-08-17,29.0,35.97846063,2.922806182
2002-0590,Seychelles,Anse Aux Pins,Storm,2002,2002-09-05,0.0,-4.688988009,55.51757672
2002-0590,Seychelles,Anse Boileau,Storm,2002,2002-09-05,0.0,-4.708740468,55.49116014
2002-0590,Seychelles,Anse Etoile,Storm,2002,2002-09-05,0.0,-4.593725262,55.45534592
2002-0590,Seychelles,Anse Royale,Storm,2002,2002-09-05,0.0,-4.738370583,55.51287618
2002-0590,Seychelles,Au Cap,Storm,2002,2002-09-05,0.0,-4.708434486,55.51727098
2002-0590,Seychelles,Baie Lazare,Storm,2002,2002-09-05,0.0,-4.753888218,55.48755928
2002-0590,Seychelles,Beau Vallon,Storm,2002,2002-09-05,0.0,-4.610231544,55.43431483
2002-0590,Seychelles,Cascade,Storm,2002,2002-09-05,0.0,-4.669685287,55.48766608
2002-0590,Seychelles,Glacis,Storm,2002,2002-09-05,0.0,-4.576039174,55.44513349
2002-0590,Seychelles,Port Glaud,Storm,2002,2002-09-05,0.0,-4.650608368,55.41445284
2002-0590,Seychelles,Takamaka,Storm,2002,2002-09-05,0.0,-4.78267407,55.51472348
2002-0648,Algeria,Batna,Flood,2002,2002-10-09,13.0,35.41962414,5.874301764
2002-0808,Malawi,Balaka,Flood,2002,2002-12-28,8.0,-15.03607268,35.05558875
2002-0808,Malawi,Machinga,Flood,2002,2002-12-28,8.0,-14.94298057,35.5674799
2002-0808,Malawi,Salima,Flood,2002,2002-12-28,8.0,-13.70485052,34.43057514
2002-0808,Malawi,Ntcheu,Flood,2002,2002-12-28,8.0,-14.81088288,34.71355335
2002-0808,Malawi,Dowa,Flood,2002,2002-12-28,8.0,-13.56861436,33.78735893
2002-9022,Namibia,Otjozondjupa,Drought,2002,2002-07-01,0.0,-20.30837833,18.17331518
2002-9124,Malawi,Balaka,Drought,2002,2002-02-01,500.0,-15.03643071,35.0561911
2002-9333,Lesotho,Qacha's Nek,Drought,2002,2002-04-01,0.0,-29.96559645,28.73808527
2002-9707,Madagascar,Amoron I Mania,Drought,2002,2002-11-01,0.0,-20.49378793,46.68902686
2002-9852,Uganda,Kaabong,Drought,2002,2002-06-01,79.0,3.558186489,34.12007739
2003-0020,Mozambique,Moma,Flood,2003,2003-01-01,4.0,-16.35531865,39.26942077
2003-0020,Mozambique,Angoche,Flood,2003,2003-01-01,4.0,-16.08854415,39.80534615
2003-0020,Mozambique,Mogovolas,Flood,2003,2003-01-01,4.0,-15.73723408,39.25992891
2003-0020,Mozambique,Lalaua,Flood,2003,2003-01-01,4.0,-14.43395248,38.12750388
2003-0020,Mozambique,Murrupula,Flood,2003,2003-01-01,4.0,-15.39958657,38.66423323
2003-0020,Mozambique,Ribaue,Flood,2003,2003-01-01,4.0,-15.00561333,38.19632652
2003-0020,Mozambique,Malema,Flood,2003,2003-01-01,4.0,-14.79811148,37.39282665
2003-0020,Mozambique,Maganja da Costa,Flood,2003,2003-01-01,4.0,-17.10548625,37.62560237
2003-0020,Mozambique,Namacurra,Flood,2003,2003-01-01,4.0,-17.48051344,37.07546732
2003-0020,Mozambique,Mocuba,Flood,2003,2003-01-01,4.0,-16.85294388,36.8632709
2003-0020,Mozambique,Pebane,Flood,2003,2003-01-01,4.0,-16.71857224,38.54005849
2003-0020,Mozambique,Pemba,Flood,2003,2003-01-01,4.0,-12.90441115,40.32280166
2003-0020,Malawi,Balaka,Flood,2003,2003-01-01,8.0,-15.03607268,35.05558875
2003-0020,Malawi,Machinga,Flood,2003,2003-01-01,8.0,-14.94298057,35.5674799
2003-0020,Malawi,Phalombe,Flood,2003,2003-01-01,8.0,-15.66947061,35.68908119
2003-0020,Malawi,Mwanza,Flood,2003,2003-01-01,8.0,-15.66557481,34.51775263
2003-0020,Malawi,Nsanje,Flood,2003,2003-01-01,8.0,-16.74704649,35.14269735
2003-0027,Tunisia,Jendouba,Flood,2003,2003-01-14,8.0,36.64192312,8.705233022
2003-0027,Tunisia,Beja,Flood,2003,2003-01-14,8.0,36.69891275,9.318323808
2003-0027,Tunisia,Manouba,Flood,2003,2003-01-14,8.0,36.82881291,10.04773159
2003-0027,Tunisia,Kairouan,Flood,2003,2003-01-14,8.0,35.62270806,9.860151992
2003-0027,Tunisia,Monastir,Flood,2003,2003-01-14,8.0,35.61695891,10.75674033
2003-0059,Algeria,Alger,Storm,2003,2003-01-31,13.0,36.707393,3.056515494
2003-0059,Algeria,Bejaia,Storm,2003,2003-01-31,13.0,36.57848435,4.838826693
2003-0059,Algeria,Tizi Ouzou,Storm,2003,2003-01-31,13.0,36.67457384,4.203980628
2003-0059,Algeria,Annaba,Storm,2003,2003-01-31,13.0,36.83847484,7.542842368
2003-0072,Angola,Luanda,Flood,2003,2003-02-06,9.0,-8.979736465,13.31045103
2003-0098,Mozambique,Manica,Flood,2003,2003-02-04,32.0,-19.02183442,33.42940088
2003-0114,Mozambique,Inhambane,Storm,2003,2003-03-03,11.0,-22.80887901,34.51464613
2003-0114,Mozambique,Sofala,Storm,2003,2003-03-03,11.0,-19.06197641,34.67534108
2003-0114,Mozambique,Manica,Storm,2003,2003-03-03,11.0,-19.02183442,33.42940088
2003-0160,Algeria,Tizi Ouzou,Flood,2003,2003-04-02,15.0,36.67457384,4.203980628
2003-0160,Algeria,Annaba,Flood,2003,2003-04-02,15.0,36.83847484,7.542842368
2003-0160,Algeria,Blida,Flood,2003,2003-04-02,15.0,36.49210826,2.920971089
2003-0160,Algeria,Constantine,Flood,2003,2003-04-02,15.0,36.34783418,6.688083228
2003-0204,Kenya,Nyando,Flood,2003,2003-04-01,40.0,-0.206162957,34.86703055
2003-0204,Uganda,Mbale,Flood,2003,2003-04-21,5.0,0.968196686,34.29525827
2003-0218,Madagascar,Vatomandry,Storm,2003,2003-05-08,89.0,-19.36169202,48.77693924
2003-0245,Algeria,Thenia,Earthquake,2003,2003-05-21,2266.0,36.7323074,3.551351678
2003-0245,Algeria,Zemmouri,Earthquake,2003,2003-05-21,2266.0,36.78554568,3.603563449
2003-0245,Algeria,Dellys,Earthquake,2003,2003-05-21,2266.0,36.88210096,3.917202394
2003-0245,Algeria,Khemis El Khechna,Earthquake,2003,2003-05-21,2266.0,36.63911198,3.315665678
2003-0245,Algeria,Bordj Menaiel,Earthquake,2003,2003-05-21,2266.0,36.75082115,3.750874429
2003-0245,Algeria,Reghaia,Earthquake,2003,2003-05-21,2266.0,36.74703458,3.350749684
2003-0245,Algeria,Rouiba,Earthquake,2003,2003-05-21,2266.0,36.73650534,3.280857173
2003-0368,Sudan,Kassala,Flood,2003,2003-07-28,20.0,15.98884127,35.75058371
2003-0368,Sudan,Northern,Flood,2003,2003-07-28,20.0,19.56155667,29.3551228
2003-0368,Sudan,Sennar,Flood,2003,2003-07-28,20.0,12.89651755,34.0528914
2003-0389,Burkina Faso,Bam,Flood,2003,2003-08-10,0.0,13.47055,-1.586858017
2003-0389,Burkina Faso,Nahouri,Flood,2003,2003-08-10,0.0,11.20402616,-1.205719501
2003-0389,Burkina Faso,Loroum,Flood,2003,2003-08-10,0.0,13.93829617,-2.170655592
2003-0389,Mali,Gao,Flood,2003,2003-08-10,0.0,16.79356743,1.347846672
2003-0389,Mali,Segou,Flood,2003,2003-08-10,0.0,13.81201315,-5.697989174
2003-0389,Mauritania,Assaba,Flood,2003,2003-08-07,9.0,16.57819295,-11.53500346
2003-0389,Mauritania,Gorgol,Flood,2003,2003-08-07,9.0,16.00759905,-12.83522026
2003-0389,Mauritania,Brakna,Flood,2003,2003-08-07,9.0,17.2477516,-13.40325788
2003-0389,Niger,Dosso,Flood,2003,2003-08-01,7.0,13.19825836,3.541820152
2003-0389,Senegal,Kanel,Flood,2003,2003-08-08,8.0,14.97394954,-13.14365541
2003-0422,Gambia,Mansajang Kunda,Storm,2003,2003-08-24,3.0,13.31744975,-14.23276593
2003-0455,Nigeria,Kaduna,Flood,2003,2003-09-05,16.0,10.35507132,7.705680097
2003-0455,Nigeria,Kano,Flood,2003,2003-09-05,16.0,11.73558934,8.51260524
2003-0455,Nigeria,Niger,Flood,2003,2003-09-05,16.0,9.93437545,5.599749648
2003-0469,Tunisia,Tunis,Flood,2003,2003-09-16,4.0,36.81553623,10.16357475
2003-0469,Tunisia,Bizerte,Flood,2003,2003-09-16,4.0,37.08849374,9.60339295
2003-0503,Algeria,Saida,Flood,2003,2003-10-15,13.0,34.73677042,0.280599689
2003-0503,Algeria,Mascara,Flood,2003,2003-10-15,13.0,35.39068636,0.159045282
2003-0523,Guinea-Bissau,Bafata,Flood,2003,2003-10-01,0.0,12.16319565,-14.70709412
2003-0570,Angola,Uige province,Flood,2003,2003-11-22,6.0,-7.024000898,15.47774896
2003-0742,Zimbabwe,Muzarabani,Flood,2003,2003-02-25,2.0,-16.33397701,30.56930665
2003-9035,Mozambique,Magoe,Drought,2003,2003-01-01,9.0,-15.90215504,31.36301247
2003-9651,Burundi,Kirundo,Drought,2003,2003-09-01,0.0,-2.544018995,30.15764447
2003-9651,Rwanda,Gatsibo,Drought,2003,2003-03-01,0.0,-1.61907309,30.4453977
2003-9772,Ethiopia,Tigray,Drought,2003,,0.0,13.77672826,38.4415074
2004-0019,Angola,Catata,Flood,2004,2004-01-27,27.0,-17.36904301,19.41441566
2004-0103,Madagascar,Antalaha,Storm,2004,2004-03-07,363.0,-15.22264112,50.14276934
2004-0103,Madagascar,Andapa,Storm,2004,2004-03-07,363.0,-14.56811087,49.55531552
2004-0103,Madagascar,Sambava,Storm,2004,2004-03-07,363.0,-14.21476942,49.78464448
2004-0103,Madagascar,Ambilobe,Storm,2004,2004-03-07,363.0,-13.48144882,49.07720652
2004-0159,Angola,Cuando Cubango,Flood,2004,2004-02-01,0.0,-16.11855256,19.51596434
2004-0159,Botswana,Ngamiland province,Flood,2004,2004-02-01,0.0,-19.60976553,22.77179572
2004-0159,Namibia,Kavango,Flood,2004,2004-02-01,0.0,-18.36868782,19.75014915
2004-0159,Zambia,Senanga,Flood,2004,2004-02-01,2.0,-15.99229693,23.58296996
2004-0159,Zambia,Mongu,Flood,2004,2004-02-01,2.0,-15.23872858,23.50236236
2004-0159,Zambia,Kalabo,Flood,2004,2004-02-01,2.0,-15.10973088,22.42626141
2004-0159,Zambia,Chavuma,Flood,2004,2004-02-01,2.0,-13.2238895,22.44308201
2004-0194,Kenya,Nyando,Flood,2004,2004-04-09,50.0,-0.206162957,34.86703055
2004-0201,Algeria,Laghouat,Flood,2004,2004-04-14,3.0,33.60771983,2.729505761
2004-0201,Algeria,Oran,Flood,2004,2004-04-14,3.0,35.65022649,-0.600139593
2004-0659,Somalia,Marka,Earthquake,2004,2004-12-26,298.0,1.722400881,44.70082352
2004-0659,Seychelles,Anse Aux Pins,Earthquake,2004,2004-12-26,3.0,-4.688988009,55.51757672
2004-0659,Seychelles,Anse Boileau,Earthquake,2004,2004-12-26,3.0,-4.708740468,55.49116014
2004-0659,Seychelles,Anse Etoile,Earthquake,2004,2004-12-26,3.0,-4.593725262,55.45534592
2004-0659,Seychelles,Anse Royale,Earthquake,2004,2004-12-26,3.0,-4.738370583,55.51287618
2004-0659,Seychelles,Au Cap,Earthquake,2004,2004-12-26,3.0,-4.708434486,55.51727098
2004-0659,Seychelles,Baie Lazare,Earthquake,2004,2004-12-26,3.0,-4.753888218,55.48755928
2004-0659,Seychelles,Beau Vallon,Earthquake,2004,2004-12-26,3.0,-4.610231544,55.43431483
2004-0659,Seychelles,Cascade,Earthquake,2004,2004-12-26,3.0,-4.669685287,55.48766608
2004-0659,Seychelles,Glacis,Earthquake,2004,2004-12-26,3.0,-4.576039174,55.44513349
2004-0659,Seychelles,La Digue,Earthquake,2004,2004-12-26,3.0,-4.394505771,55.51602805
2004-0659,Seychelles,Port Glaud,Earthquake,2004,2004-12-26,3.0,-4.650608368,55.41445284
2004-9017,South Africa,KwaZulu-Natal,Drought,2004,2004-01-01,0.0,-28.7280623,30.72670577
2004-9085,Somalia,Sool,Drought,2004,2004-01-01,0.0,8.968533807,47.54038028
2004-9288,Kenya,Kitui,Drought,2004,2004-07-01,80.0,-1.488403389,38.40621153
2004-9480,Angola,Cunene,Drought,2004,2004-09-01,0.0,-16.50351286,15.57852043
2005-0075,Mozambique,Caia,Flood,2005,2005-01-25,0.0,-17.78400452,35.00329921
2005-0095,Algeria,Adrar,Flood,2005,2005-03-06,11.0,26.01350392,-0.620313009
